Fylkenummer;Fylkenavn;Kommunenummer;Kommunenavn;Stemmekretsnummer;Stemmekretsnavn;Partikode;Partinavn;Oppslutning prosentvis;Antall stemmeberettigede;Antall forhåndsstemmer;Antall valgtingstemmer;Antall stemmer totalt;Endring % siste tilsvarende valg;Endring % siste ekvivalente valg;Antall mandater;Antall utjevningsmandater;
01;Østfold;;;;;A;Arbeiderpartiet;34,9;209038;14073;40837;54910;-4,4;-5,2;3;0;
01;Østfold;;;;;SV;Sosialistisk Venstreparti;2,3;209038;1013;2655;3668;-2;-0,6;0;0;
01;Østfold;;;;;RØDT;Rødt;0,7;209038;366;783;1149;0;-0,4;0;0;
01;Østfold;;;;;SP;Senterpartiet;4,1;209038;1047;5358;6405;-0,8;-1,3;0;0;
01;Østfold;;;;;KRF;Kristelig Folkeparti;5,6;209038;2134;6694;8828;-0,2;-0,2;1;1;
01;Østfold;;;;;V;Venstre;3,6;209038;1492;4231;5723;1,1;0;0;0;
01;Østfold;;;;;H;Høyre;25,2;209038;11808;27895;39703;10,5;0,1;3;0;
01;Østfold;;;;;FRP;Fremskrittspartiet;19,6;209038;8333;22468;30801;-6,5;6,7;2;0;
01;Østfold;;;;;DEMN;Demokratene i Norge;0,1;209038;34;65;99;0;-0,1;0;0;
01;Østfold;;;;;KRISTNE;De Kristne;0,7;209038;335;788;1123;0,7;0,7;0;0;
01;Østfold;;;;;KSP;Kristent Samlingsparti;0,1;209038;28;117;145;-0,1;-0,2;0;0;
01;Østfold;;;;;KYST;Kystpartiet;0;209038;19;49;68;0;-0,1;0;0;
01;Østfold;;;;;MDG;Miljøpartiet De Grønne;2;209038;1048;2120;3168;1,8;1,2;0;0;
01;Østfold;;;;;PIR;Piratpartiet;0,3;209038;138;378;516;0,3;0,3;0;0;
01;Østfold;;;;;PP;Pensjonistpartiet;0,6;209038;314;642;956;-0,3;-0,8;0;0;
01;Østfold;;;;;BLANKE;Blanke;0,6;209038;192;703;895;0;-1;0;0;
02;Akershus;;;;;A;Arbeiderpartiet;28,4;394439;22193;69171;91364;-5,2;-2,6;5;0;
02;Akershus;;;;;SV;Sosialistisk Venstreparti;3,5;394439;3025;8280;11305;-2,1;-0,7;1;1;
02;Akershus;;;;;RØDT;Rødt;0,7;394439;787;1578;2365;-0,1;-0,4;0;0;
02;Akershus;;;;;SP;Senterpartiet;2,5;394439;1578;6533;8111;-0,6;-0,5;0;0;
02;Akershus;;;;;KRF;Kristelig Folkeparti;3,2;394439;2677;7700;10377;0,1;0;0;0;
02;Akershus;;;;;V;Venstre;6,3;394439;4860;15357;20217;1,4;0,1;1;0;
02;Akershus;;;;;H;Høyre;33,9;394439;30231;78629;108860;10,8;-2,5;7;0;
02;Akershus;;;;;FRP;Fremskrittspartiet;17;394439;14146;40512;54658;-7,4;5,2;3;0;
02;Akershus;;;;;DEMN;Demokratene i Norge;0;394439;32;83;115;0;-0,1;0;0;
02;Akershus;;;;;DLF;Det Liberale Folkepartiet;0,1;394439;68;127;195;0,1;0,1;0;0;
02;Akershus;;;;;KRISTNE;De Kristne;0,2;394439;239;553;792;0,2;0,2;0;0;
02;Akershus;;;;;KSP;Kristent Samlingsparti;0,1;394439;51;146;197;0;-0,1;0;0;
02;Akershus;;;;;KYST;Kystpartiet;0;394439;31;118;149;0;0;0;0;
02;Akershus;;;;;MDG;Miljøpartiet De Grønne;3,1;394439;3020;6784;9804;2,7;1,7;0;0;
02;Akershus;;;;;PIR;Piratpartiet;0,3;394439;279;827;1106;0,3;0,3;0;0;
02;Akershus;;;;;PP;Pensjonistpartiet;0,5;394439;593;964;1557;0;-0,8;0;0;
02;Akershus;;;;;SFP;Samfunnspartiet;0;394439;19;58;77;0;0;0;0;
02;Akershus;;;;;BLANKE;Blanke;0,4;394439;316;951;1267;0;-0,6;0;0;
03;Oslo;;;;;A;Arbeiderpartiet;30,4;435787;38636;67365;106001;-4,6;-2,7;6;0;
03;Oslo;;;;;SV;Sosialistisk Venstreparti;6,3;435787;7682;14242;21924;-4;0;1;0;
03;Oslo;;;;;RØDT;Rødt;3,2;435787;4203;6930;11133;-0,8;-0,4;0;0;
03;Oslo;;;;;SP;Senterpartiet;0,9;435787;1194;1769;2963;-0,1;0,3;0;0;
03;Oslo;;;;;KRF;Kristelig Folkeparti;2,8;435787;3963;5887;9850;0,1;0,4;1;1;
03;Oslo;;;;;V;Venstre;8,2;435787;9851;18768;28619;1,8;0;2;0;
03;Oslo;;;;;H;Høyre;29,8;435787;42719;61115;103834;8,1;-5,9;6;0;
03;Oslo;;;;;FRP;Fremskrittspartiet;11,7;435787;16839;23821;40660;-6;4,6;2;0;
03;Oslo;;;;;DEMN;Demokratene i Norge;0,1;435787;145;91;236;0;0;0;0;
03;Oslo;;;;;DLF;Det Liberale Folkepartiet;0,1;435787;129;138;267;0;0;0;0;
03;Oslo;;;;;KRISTNE;De Kristne;0,2;435787;296;438;734;0,2;0,2;0;0;
03;Oslo;;;;;KSP;Kristent Samlingsparti;0;435787;41;56;97;-0,1;0;0;0;
03;Oslo;;;;;KYST;Kystpartiet;0;435787;60;66;126;0;0;0;0;
03;Oslo;;;;;MDG;Miljøpartiet De Grønne;5,6;435787;7903;11453;19356;5;3,1;1;0;
03;Oslo;;;;;NKP;Norges Kommunistiske Parti;0;435787;63;80;143;0;0;0;0;
03;Oslo;;;;;PIR;Piratpartiet;0,4;435787;463;894;1357;0,4;0,4;0;0;
03;Oslo;;;;;PP;Pensjonistpartiet;0,3;435787;569;603;1172;0;0;0;0;
03;Oslo;;;;;SFP;Samfunnspartiet;0;435787;25;45;70;0;0;0;0;
03;Oslo;;;;;BLANKE;Blanke;0,4;435787;453;846;1299;0;0,1;0;0;
04;Hedmark;;;;;A;Arbeiderpartiet;43,2;148098;12759;35935;48694;-3,9;-2,7;3;0;
04;Hedmark;;;;;SV;Sosialistisk Venstreparti;3,9;148098;1287;3106;4393;-2,7;-0,5;1;1;
04;Hedmark;;;;;RØDT;Rødt;0,7;148098;288;485;773;0,1;-0,1;0;0;
04;Hedmark;;;;;SP;Senterpartiet;10,2;148098;2510;8973;11483;-0,1;-0,9;1;0;
04;Hedmark;;;;;KRF;Kristelig Folkeparti;2,5;148098;798;2073;2871;0,1;-0,6;0;0;
04;Hedmark;;;;;V;Venstre;3,4;148098;1059;2746;3805;0,9;-1,2;0;0;
04;Hedmark;;;;;H;Høyre;18,3;148098;6060;14540;20600;8,1;1,2;1;0;
04;Hedmark;;;;;FRP;Fremskrittspartiet;13,6;148098;3965;11351;15316;-4,3;5,2;1;0;
04;Hedmark;;;;;DEMN;Demokratene i Norge;0,1;148098;18;45;63;0;-0,2;0;0;
04;Hedmark;;;;;KRISTNE;De Kristne;0,4;148098;135;279;414;0,4;0,4;0;0;
04;Hedmark;;;;;KYST;Kystpartiet;0,1;148098;17;40;57;0;-0,1;0;0;
04;Hedmark;;;;;MDG;Miljøpartiet De Grønne;2;148098;763;1461;2224;1,7;0,9;0;0;
04;Hedmark;;;;;PIR;Piratpartiet;0,3;148098;92;219;311;0,3;0,3;0;0;
04;Hedmark;;;;;PP;Pensjonistpartiet;1,5;148098;710;1009;1719;-0,4;-1,7;0;0;
04;Hedmark;;;;;BLANKE;Blanke;0,6;148098;147;518;665;0;-1,3;0;0;
05;Oppland;;;;;A;Arbeiderpartiet;41;142014;10221;33829;44050;-4,8;-3,1;3;0;
05;Oppland;;;;;SV;Sosialistisk Venstreparti;2,9;142014;932;2233;3165;-2,2;-1;0;0;
05;Oppland;;;;;RØDT;Rødt;0,8;142014;282;535;817;0,2;-0,4;0;0;
05;Oppland;;;;;SP;Senterpartiet;12,3;142014;2359;10803;13162;-0,1;-1,5;1;0;
05;Oppland;;;;;KRF;Kristelig Folkeparti;3,2;142014;896;2522;3418;0,1;-0,2;0;0;
05;Oppland;;;;;V;Venstre;4;142014;1044;3204;4248;1;-1;1;1;
05;Oppland;;;;;H;Høyre;19,1;142014;5403;15134;20537;8;1,4;1;0;
05;Oppland;;;;;FRP;Fremskrittspartiet;12,7;142014;3353;10330;13683;-4,8;4,9;1;0;
05;Oppland;;;;;DEMN;Demokratene i Norge;0,1;142014;16;38;54;0;-0,2;0;0;
05;Oppland;;;;;DLF;Det Liberale Folkepartiet;0,1;142014;17;41;58;0,1;0,1;0;0;
05;Oppland;;;;;KRISTNE;De Kristne;0,4;142014;140;320;460;0,4;0,4;0;0;
05;Oppland;;;;;KYST;Kystpartiet;0,1;142014;20;54;74;0;0;0;0;
05;Oppland;;;;;MDG;Miljøpartiet De Grønne;2,4;142014;868;1715;2583;2,1;1,3;0;0;
05;Oppland;;;;;PIR;Piratpartiet;0,3;142014;76;222;298;0,3;0,3;0;0;
05;Oppland;;;;;PP;Pensjonistpartiet;0,7;142014;265;537;802;-0,1;-0,7;0;0;
05;Oppland;;;;;BLANKE;Blanke;0,5;142014;123;365;488;0;-0,9;0;0;
06;Buskerud;;;;;A;Arbeiderpartiet;31,8;193404;13172;34400;47572;-5,3;-3,1;3;0;
06;Buskerud;;;;;SV;Sosialistisk Venstreparti;2,7;193404;1182;2912;4094;-1,8;-0,4;0;0;
06;Buskerud;;;;;RØDT;Rødt;0,6;193404;282;623;905;0;-0,4;0;0;
06;Buskerud;;;;;SP;Senterpartiet;6,1;193404;1791;7319;9110;-0,1;-0,1;1;1;
06;Buskerud;;;;;KRF;Kristelig Folkeparti;3,2;193404;1314;3549;4863;0,1;-0,2;0;0;
06;Buskerud;;;;;V;Venstre;4,6;193404;1778;5135;6913;1,6;-0,3;0;0;
06;Buskerud;;;;;H;Høyre;29;193404;12613;30902;43515;9,7;-4,9;3;0;
06;Buskerud;;;;;FRP;Fremskrittspartiet;18,6;193404;7762;20092;27854;-6,5;7,6;2;0;
06;Buskerud;;;;;DEMN;Demokratene i Norge;0,1;193404;33;47;80;0;-0,2;0;0;
06;Buskerud;;;;;KRISTNE;De Kristne;0,5;193404;253;483;736;0,5;0,5;0;0;
06;Buskerud;;;;;KSP;Kristent Samlingsparti;0,1;193404;37;88;125;-0,1;-0,1;0;0;
06;Buskerud;;;;;KYST;Kystpartiet;0,1;193404;42;93;135;0;0;0;0;
06;Buskerud;;;;;MDG;Miljøpartiet De Grønne;2,2;193404;1066;2279;3345;1,9;1,4;0;0;
06;Buskerud;;;;;PIR;Piratpartiet;0,3;193404;140;368;508;0,3;0,3;0;0;
06;Buskerud;;;;;SFP;Samfunnspartiet;0;193404;13;43;56;0;0;0;0;
06;Buskerud;;;;;BLANKE;Blanke;0,5;193404;186;631;817;0,1;-0,7;0;0;
07;Vestfold;;;;;A;Arbeiderpartiet;29,6;176779;12063;28806;40869;-4,1;-2,3;2;0;
07;Vestfold;;;;;SV;Sosialistisk Venstreparti;3,8;176779;1503;3763;5266;-2,7;0;0;0;
07;Vestfold;;;;;RØDT;Rødt;0,7;176779;373;559;932;0;-0,7;0;0;
07;Vestfold;;;;;SP;Senterpartiet;3;176779;925;3159;4084;-0,3;-0,8;0;0;
07;Vestfold;;;;;KRF;Kristelig Folkeparti;4,9;176779;1986;4749;6735;0,2;-0,1;1;1;
07;Vestfold;;;;;V;Venstre;4,5;176779;1740;4488;6228;1,5;0,2;0;0;
07;Vestfold;;;;;H;Høyre;30;176779;13266;28091;41357;10,3;-3,7;2;0;
07;Vestfold;;;;;FRP;Fremskrittspartiet;19,5;176779;8376;18601;26977;-7,7;6,8;2;0;
07;Vestfold;;;;;DEMN;Demokratene i Norge;0;176779;23;42;65;0;-0,1;0;0;
07;Vestfold;;;;;KRISTNE;De Kristne;0,5;176779;241;450;691;0,5;0,5;0;0;
07;Vestfold;;;;;KSP;Kristent Samlingsparti;0,1;176779;76;129;205;-0,1;-0,2;0;0;
07;Vestfold;;;;;KYST;Kystpartiet;0,1;176779;49;108;157;0;-0,1;0;0;
07;Vestfold;;;;;MDG;Miljøpartiet De Grønne;2,5;176779;1220;2187;3407;2,1;1,4;0;0;
07;Vestfold;;;;;PIR;Piratpartiet;0,3;176779;130;344;474;0,3;0,3;0;0;
07;Vestfold;;;;;PP;Pensjonistpartiet;0,4;176779;216;380;596;0;-0,3;0;0;
07;Vestfold;;;;;BLANKE;Blanke;0,5;176779;195;512;707;0,1;-0,6;0;0;
08;Telemark;;;;;A;Arbeiderpartiet;36,7;128352;7541;28422;35963;-4,9;-1,1;3;0;
08;Telemark;;;;;SV;Sosialistisk Venstreparti;3,3;128352;872;2320;3192;-2,1;-0,8;0;0;
08;Telemark;;;;;RØDT;Rødt;0,9;128352;269;615;884;-0,3;-0,7;0;0;
08;Telemark;;;;;SP;Senterpartiet;4,5;128352;741;3619;4360;-1;-3,3;0;0;
08;Telemark;;;;;KRF;Kristelig Folkeparti;6,8;128352;1480;5130;6610;0,1;-0,4;1;1;
08;Telemark;;;;;V;Venstre;3,5;128352;837;2556;3393;0,9;-0,9;0;0;
08;Telemark;;;;;H;Høyre;21,8;128352;4957;16343;21300;8,6;-0,5;1;0;
08;Telemark;;;;;FRP;Fremskrittspartiet;19;128352;4000;14564;18564;-4;6,6;1;0;
08;Telemark;;;;;DEMN;Demokratene i Norge;0,1;128352;12;44;56;0;-0,2;0;0;
08;Telemark;;;;;KRISTNE;De Kristne;1;128352;266;751;1017;1;1;0;0;
08;Telemark;;;;;KSP;Kristent Samlingsparti;0,1;128352;37;79;116;-0,1;-0,2;0;0;
08;Telemark;;;;;KYST;Kystpartiet;0,1;128352;13;55;68;0;-0,1;0;0;
08;Telemark;;;;;MDG;Miljøpartiet De Grønne;2,2;128352;721;1395;2116;1,9;1,1;0;0;
08;Telemark;;;;;PIR;Piratpartiet;0,2;128352;68;171;239;0,2;0,2;0;0;
08;Telemark;;;;;BLANKE;Blanke;0,5;128352;88;367;455;0,1;-0,7;0;0;
09;Aust-Agder;;;;;A;Arbeiderpartiet;28;81864;4911;12712;17623;-4,5;1,2;1;0;
09;Aust-Agder;;;;;SV;Sosialistisk Venstreparti;2,6;81864;576;1076;1652;-1,7;-1,3;0;0;
09;Aust-Agder;;;;;RØDT;Rødt;0,5;81864;132;213;345;-0,1;-0,7;0;0;
09;Aust-Agder;;;;;SP;Senterpartiet;4,5;81864;672;2143;2815;0,1;-1,7;0;0;
09;Aust-Agder;;;;;KRF;Kristelig Folkeparti;11,2;81864;1970;5049;7019;0;-0,9;1;1;
09;Aust-Agder;;;;;V;Venstre;4,8;81864;967;2066;3033;1,4;-1,5;0;0;
09;Aust-Agder;;;;;H;Høyre;25,9;81864;5172;11131;16303;9,6;-0,4;1;0;
09;Aust-Agder;;;;;FRP;Fremskrittspartiet;17,9;81864;3208;8070;11278;-8,1;4,2;1;0;
09;Aust-Agder;;;;;DEMN;Demokratene i Norge;0,1;81864;14;32;46;0;-0,2;0;0;
09;Aust-Agder;;;;;KRISTNE;De Kristne;1,4;81864;302;560;862;1,4;1,4;0;0;
09;Aust-Agder;;;;;KSP;Kristent Samlingsparti;0,2;81864;35;82;117;-0,1;0,2;0;0;
09;Aust-Agder;;;;;KYST;Kystpartiet;0,1;81864;11;24;35;0;-0,1;0;0;
09;Aust-Agder;;;;;MDG;Miljøpartiet De Grønne;2;81864;485;757;1242;1,7;1,3;0;0;
09;Aust-Agder;;;;;PIR;Piratpartiet;0,3;81864;61;115;176;0,3;0,3;0;0;
09;Aust-Agder;;;;;PP;Pensjonistpartiet;0,6;81864;143;211;354;0,1;-1,8;0;0;
09;Aust-Agder;;;;;BLANKE;Blanke;0,5;81864;75;240;315;0,1;-1,2;0;0;
10;Vest-Agder;;;;;A;Arbeiderpartiet;23,8;126317;6273;16954;23227;-2,7;0,3;2;1;
10;Vest-Agder;;;;;SV;Sosialistisk Venstreparti;2,6;126317;869;1699;2568;-1,3;-0,2;0;0;
10;Vest-Agder;;;;;RØDT;Rødt;0,5;126317;197;263;460;0;-0,4;0;0;
10;Vest-Agder;;;;;SP;Senterpartiet;3;126317;610;2352;2962;-0,5;-1,6;0;0;
10;Vest-Agder;;;;;KRF;Kristelig Folkeparti;13,9;126317;3386;10150;13536;-1,7;-5;1;0;
10;Vest-Agder;;;;;V;Venstre;4,3;126317;1134;3071;4205;1,2;-0,2;0;0;
10;Vest-Agder;;;;;H;Høyre;27,5;126317;7815;19003;26818;9,9;2,9;2;0;
10;Vest-Agder;;;;;FRP;Fremskrittspartiet;18,3;126317;4935;12928;17863;-9,1;4,1;1;0;
10;Vest-Agder;;;;;DEMN;Demokratene i Norge;0,5;126317;197;319;516;0;-1,5;0;0;
